category	heavy_metal	heavy_metal	no	no	heavy_metal	heavy_metal	heavy_metal	heavy_metal	organic	organic	organic	organic	organic	organic	no
k_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Kiloniellales|f_Fodinicurvataceae|g_midas_g_34634|s_midas_s_77322	    0	    0	    2	    0	    0	   0	    0	    0	   8	    1	    0	    0	   2	   0	   9
k_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Micavibrionales	    0	    0	    0	    0	    0	   0	    0	    0	   0	    0	    0	    0	   1	   0	  47
k_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Micavibrionales|f_Micavibrionaceae|g_midas_g_71819	    0	    0	    0	    0	    0	   0	    0	    0	  18	    0	    0	    0	   0	   0	   2
k_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Micavibrionales|f_midas_f_15419|g_midas_g_17492|s_midas_s_17492	    0	    0	    0	   19	    0	   0	    0	    0	   0	    0	    0	    0	   0	   0	   0
k_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Micavibrionales|f_midas_f_2019|g_midas_g_2019|s_midas_s_15805	    0	    0	   97	    0	    0	   0	    0	    0	 520	    7	    0	    0	   0	   0	   0
k_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Micavibrionales|f_midas_f_2019|g_midas_g_2019|s_midas_s_18299	    0	    0	    0	    0	    0	   0	    0	    0	   6	    0	    0	    0	   0	   0	   1
k_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Micavibrionales|f_midas_f_2019|g_midas_g_2019|s_midas_s_70494	    0	    0	    4	   60	    0	   0	    0	    0	   2	    0	    0	    0	   0	   0	   1
k_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Micavibrionales|f_midas_f_2943	    0	    0	    2	    0	    0	   0	    0	    0	   6	    0	    0	    0	   0	   0	  96
k_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Micavibrionales|f_midas_f_2943|g_midas_g_15618|s_midas_s_15618	    0	    0	    1	    0	    0	   0	    0	    0	   0	    0	    0	    0	   1	   0	  28
k_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Micavibrionales|f_midas_f_2943|g_midas_g_7280|s_midas_s_8834	    3	    0	    8	    0	    1	   0	    0	    0	   9	    0	    0	    0	   1	   0	 104
k_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Paracaedibacterales|f_Paracaedibacteraceae	    0	    0	    0	    6	    0	   0	    0	    0	   0	   21	    0	  308	   0	   0	   0
k_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Paracaedibacterales|f_Paracaedibacteraceae|g_Ca_Paracaedibacter|s_midas_s_31154	    0	   48	    0	    0	    4	   0	    0	    0	   0	    0	    0	    0	   0	   0	   0
k_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Paracaedibacterales|f_Paracaedibacteraceae|g_midas_g_30088|s_midas_s_52205	    0	    0	    0	    0	    1	  89	    0	    0	   1	    1	    0	    0	   0	   0	   0
k_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Paracaedibacterales|f_Paracaedibacteraceae|g_midas_g_31474|s_midas_s_44589	    0	    0	    0	    0	    0	   0	    0	    0	   0	    0	    0	    0	   0	   0	  39
k_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Puniceispirillales|f_midas_f_38514|g_midas_g_61071|s_midas_s_61071	    0	    0	    4	    2	    0	   0	    0	    0	   2	   11	    0	    1	   0	   0	  35
k_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Puniceispirillales|f_midas_f_38514|g_midas_g_61071|s_midas_s_71030	    0	    0	    2	    3	    0	   0	    0	    0	   8	    1	    0	    0	   0	   0	   9
k_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Reyranellales	    0	    0	    0	    0	    0	   1	    0	    0	   1	    1	    0	    0	   1	   1	   2
k_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Reyranellales|f_Reyranellaceae|g_Reyranella|s_Reyranella_massiliensis	    3	    0	    0	    0	    0	   1	    0	    0	   0	    0	    0	   26	   2	   0	   0
k_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Reyranellales|f_Reyranellaceae|g_Reyranella|s_midas_s_8839	    8	    7	    0	    0	    0	   0	    0	    0	   0	    0	    0	    0	   0	   0	   0
k_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Reyranellales|f_Reyranellaceae|g_midas_g_19176|s_midas_s_19176	    0	    0	    1	    0	    0	   1	    0	    0	   1	    7	    0	    0	   0	   0	   0
k_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Rhizobiales	    0	    0	    0	    0	    0	   0	    0	    0	   0	    0	    0	    0	1554	   1	   0
k_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Rhizobiales|f_A0839|g_midas_g_694	    0	    0	    0	   35	    0	   0	    0	    0	   0	    7	    0	    0	   0	   0	   2
k_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Rhizobiales|f_Beijerinckiaceae	    0	    1	    2	   34	    0	   0	    0	    0	   0	    1	    0	    0	   0	   0	   0
k_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Rhizobiales|f_Beijerinckiaceae|g_Bosea|s_midas_s_5007	   56	   41	    0	    0	    0	  28	    0	    0	   0	    0	   17	  780	   0	   1	   3
k_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Rhizobiales|f_Beijerinckiaceae|g_Bosea|s_midas_s_5625	    5	    1	    0	    0	    0	   5	    2	    0	   0	    0	    0	  387	   7	   0	   0
k_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Rhizobiales|f_Beijerinckiaceae|g_Microvirga	    0	    0	    0	    0	    0	   0	    3	    2	   0	    0	    5	    3	   0	   0	   0
k_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Rhizobiales|f_Beijerinckiaceae|g_midas_g_41171|s_midas_s_68013	    0	    0	    0	    0	    0	   0	    0	    0	   0	    0	    2	    4	   0	   0	   0
k_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Rhizobiales|f_Devosiaceae|g_Devosia	    0	    4	    0	    6	   18	  49	    0	    0	   2	    6	    0	   57	  11	  12	   0
k_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Rhizobiales|f_Devosiaceae|g_Devosia|s_Devosia_riboflavina	    0	    0	    0	    0	    0	   0	    0	    0	   0	    0	    0	    0	  24	   0	   0
k_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Rhizobiales|f_Hyphomicrobiaceae|g_Hyphomicrobium	    8	    0	  139	   83	    6	   3	    0	    0	  32	   24	    2	   32	  36	  18	  62
k_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Rhizobiales|f_Hyphomicrobiaceae|g_Hyphomicrobium|s_midas_s_11643	    0	    0	   14	    8	    0	   0	    0	    0	   1	    1	    0	    0	   1	   0	   0
k_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Rhizobiales|f_Hyphomicrobiaceae|g_Hyphomicrobium|s_midas_s_1257	    1	    0	    1	    0	    0	   0	    0	    0	   2	    0	    1	    0	   1	   0	  12
k_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Rhizobiales|f_Hyphomicrobiaceae|g_Hyphomicrobium|s_midas_s_261	    3	    0	   23	   16	    0	   2	    0	    0	   0	    3	    0	    0	   4	   1	   2
k_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Rhizobiales|f_Hyphomicrobiaceae|g_Pedomicrobium	    1	    0	    0	    1	    0	   1	    0	    0	   5	    3	    1	    0	   4	   0	   6
k_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Rhizobiales|f_Hyphomicrobiaceae|g_Pedomicrobium|s_midas_s_966	    5	    0	   11	    9	    1	   0	    0	    0	   4	    7	    0	    0	  15	   1	  26
k_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Rhizobiales|f_Hyphomicrobiaceae|g_midas_g_1319	   28	    1	   74	   21	    7	   3	    0	    0	  36	   13	    2	    0	  48	   1	 154
k_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Rhizobiales|f_Rhizobiaceae	    0	    9	    5	   34	   36	 115	    0	    0	   0	   25	    0	    6	   0	   0	   0
k_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Rhizobiales|f_Rhizobiaceae|g_Aminobacter|s_midas_s_35723	    0	    0	    0	    1	    0	   9	    0	    0	   0	    0	    0	    0	   0	   0	   0
k_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Rhizobiales|f_Rhizobiaceae|g_Ensifer|s_midas_s_40162	    0	    2	    0	    0	   19	   5	    0	    0	   0	    0	   24	   26	   0	   0	   0
k_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Rhizobiales|f_Rhizobiaceae|g_Mesorhizobium	    0	    0	    2	   34	   19	 141	    0	    0	   2	    8	    0	    1	   6	   2	   0
k_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Rhizobiales|f_Rhizobiaceae|g_Mesorhizobium|s_midas_s_642	    0	    0	    4	 1645	    0	   2	    0	    0	   7	  419	    0	    0	   0	   0	   0
k_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Rhizobiales|f_Rhizobiaceae|g_Pseudaminobacter	    0	    0	    2	    7	    8	  80	    0	    0	   1	    4	    0	    0	   0	   0	   0
k_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Rhizobiales|f_Rhizobiaceae|g_Shinella	    0	  245	    0	    1	    2	   8	    0	    0	   1	    1	    0	   41	   0	   2	   0
k_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Rhizobiales|f_Rhizobiaceae|g_Shinella|s_midas_s_2617	    0	    0	    1	    2	   74	  19	    0	    0	   2	    1	    0	  221	   0	   0	   1
k_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Rhizobiales|f_Xanthobacteraceae	    4	    3	    1	    3	    0	   0	    0	    0	   0	    0	  133	  353	   0	   0	   0
k_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Rhizobiales|f_Xanthobacteraceae|g_Bradyrhizobium	   20	   14	    3	    7	    0	   1	    7	    0	   0	    1	    9	   14	   0	   0	   1
k_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Rhizobiales|f_Xanthobacteraceae|g_Nitrobacter|s_midas_s_25245	    0	    0	    0	    0	    0	   0	    0	    0	   0	    0	    0	    0	  19	   1	   0
k_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Rhizobiales|f_Xanthobacteraceae|g_Pseudorhodoplanes	    0	    0	    0	    5	    0	   0	    0	    0	   2	    4	    0	    0	   0	   0	   0
k_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Rhizobiales|f_Xanthobacteraceae|g_Pseudorhodoplanes|s_midas_s_21599	    3	    0	    0	   14	    0	   2	    0	    0	   3	   13	    0	    2	   0	   0	   2
k_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Rhizobiales|f_Xanthobacteraceae|g_Xanthobacter	    0	    0	    6	   12	   10	   4	    0	    0	   1	    0	    2	   20	   0	   0	   7
k_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Rhizobiales|f_Xanthobacteraceae|g_midas_g_1922	   10	    1	   13	    7	    1	   1	    0	    0	   9	    9	    0	    0	   3	   0	   6
k_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Rhizobiales|f_Xanthobacteraceae|g_midas_g_2680	    1	    0	    0	    3	    0	   0	    0	    0	   0	    0	    0	    3	   0	   0	   1
k_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Rhizobiales|f_Xanthobacteraceae|g_midas_g_5750|s_midas_s_80740	    0	    0	    0	    0	    0	   0	    0	    0	   2	    3	    0	    0	   0	   0	   0
k_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Rhodobacterales	    0	    0	    0	    0	    0	   0	    0	    0	   0	    0	    0	    0	 216	 343	   0
k_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Rhodobacterales|f_Rhodobacteraceae	   97	    2	  549	  419	   18	 209	    0	    0	 115	  478	    5	    9	 178	 628	 434
k_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Rhodobacterales|f_Rhodobacteraceae|g_Amaricoccus	    0	    0	    1	    0	    0	   0	    0	    0	   0	    0	    0	    0	 142	 542	   0
k_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Rhodobacterales|f_Rhodobacteraceae|g_Amaricoccus|s_Amaricoccus_macauensis	    0	    0	    0	    0	    0	   0	    0	    0	   0	    0	    0	    0	   4	   8	   0
k_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Rhodobacterales|f_Rhodobacteraceae|g_Amaricoccus|s_midas_s_47073	    0	    0	    0	    0	    0	   0	    0	    0	   0	    0	    0	    0	   2	   3	   0
k_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Rhodobacterales|f_Rhodobacteraceae|g_Defluviimonas	    6	    0	   51	    0	    7	   1	    0	    0	  81	    9	    0	    0	 151	   2	 249
k_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Rhodobacterales|f_Rhodobacteraceae|g_Defluviimonas|s_midas_s_10328	    0	    0	   14	    2	    0	   0	    0	    0	   4	    2	    0	    0	  12	   5	  25
k_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Rhodobacterales|f_Rhodobacteraceae|g_Nordella|s_midas_s_5677	    0	    1	    5	    1	    1	   0	    0	    0	  12	    7	    0	    0	   3	   0	   4
k_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Rhodobacterales|f_Rhodobacteraceae|g_Nordella|s_midas_s_8680	    5	    0	   23	   11	    0	  11	    0	    0	  38	   14	    0	    0	   2	   0	  32
k_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Rhodobacterales|f_Rhodobacteraceae|g_Paracoccus	    2	    0	    3	    2	    1	   0	    0	    0	   3	    1	    0	    0	 765	 345	  26
k_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Rhodobacterales|f_Rhodobacteraceae|g_Paracoccus|s_Paracoccus_kocurii	    0	    0	    0	    0	    0	   0	    0	    0	   0	    0	    0	    0	   3	  75	   0
k_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Rhodobacterales|f_Rhodobacteraceae|g_Paracoccus|s_Paracoccus_sulfuroxidans	    0	    0	    0	    1	    0	   0	    0	    0	   0	    0	    0	    0	4269	 398	   3
k_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Rhodobacterales|f_Rhodobacteraceae|g_Paracoccus|s_midas_s_13172	    0	    0	    0	    0	    0	   0	    0	    0	   0	    0	    0	    0	 460	7016	   0
k_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Rhodobacterales|f_Rhodobacteraceae|g_Paracoccus|s_midas_s_42083	    0	    0	    0	    0	    0	   0	    0	    0	   0	    0	    0	    0	 209	  95	   1
k_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Rhodobacterales|f_Rhodobacteraceae|g_Paracoccus|s_midas_s_88378	    0	    0	    0	    0	    0	   0	    0	    0	   0	    0	    0	    0	   5	   8	   0
k_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Rhodobacterales|f_Rhodobacteraceae|g_Phreatobacter|s_Phreatobacter_oligotrophus	    2	    4	    0	    3	    0	   0	    0	    0	   0	    2	    0	    0	   0	   0	   0
k_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Rhodobacterales|f_Rhodobacteraceae|g_Phreatobacter|s_midas_s_26843	    0	    0	    4	    6	    0	   1	    0	    0	   1	    1	    0	    0	   0	   0	   0
k_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Rhodobacterales|f_Rhodobacteraceae|g_Phreatobacter|s_midas_s_45219	   64	  598	    0	   63	    0	   6	    0	    0	   0	    9	    0	    0	   0	   0	   0
k_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Rhodobacterales|f_Rhodobacteraceae|g_Rhodobacter	    1	    2	  107	  711	   10	  81	    0	    0	   1	   35	    0	    0	 129	 394	   6
k_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Rhodobacterales|f_Rhodobacteraceae|g_Rhodobacter|s_midas_s_1647	    0	    0	    6	    0	    8	  45	    0	    0	   0	    3	    0	    0	   3	   4	   0
k_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Rhodobacterales|f_Rhodobacteraceae|g_Rubellimicrobium	    0	    0	   29	    2	    0	   0	    0	    0	   0	    1	    0	    0	 482	   5	   0
k_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Rhodobacterales|f_Rhodobacteraceae|g_midas_g_31632	    0	    0	    0	    1	    0	   0	    0	    0	   1	    0	    0	    0	   2	   0	   6
k_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Rhodobacterales|f_Rhodobacteraceae|g_midas_g_57	    0	    0	    1	    4	    0	   0	    0	    0	   1	    1	    0	    0	   0	   0	   1
k_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Rhodobacterales|f_Rhodobacteraceae|g_midas_g_57|s_midas_s_13361	    0	    0	    0	    3	    0	   0	    0	    0	   2	    2	    0	    0	   1	   0	   0
k_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Rhodobacterales|f_Rhodobacteraceae|g_midas_g_690|s_midas_s_6557	    1	   13	    0	    0	    0	   0	    0	    0	   1	    0	    0	    0	   0	   0	   0
k_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Rhodospirillales|f_Rhodospirillaceae|g_midas_g_18257|s_midas_s_22297	    0	    0	    0	    0	    0	   0	    0	    0	   0	    1	    0	    0	   0	   0	   0
k_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Rhodospirillales|f_Rhodospirillaceae|g_midas_g_18257|s_midas_s_77391	    0	    0	    0	    2	    0	   0	    0	    0	   0	    3	    0	    0	   0	   0	   0
k_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Rhodospirillales|f_Rhodospirillaceae|g_midas_g_26701|s_midas_s_26701	    0	    0	    0	   82	    0	   0	    0	    0	   0	   77	    0	    0	   0	  16	   0
k_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Rhodospirillales|f_Rhodospirillaceae|g_midas_g_26701|s_midas_s_51171	    0	    1	    1	    2	    0	   0	    0	    0	   1	   11	    0	    3	   0	   0	  31
k_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Rhodospirillales|f_midas_f_2010|g_midas_g_12955|s_midas_s_43666	    0	    0	   15	    0	    0	   0	    0	    0	   5	    0	    0	    0	   0	   0	   0
k_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Rhodospirillales|f_midas_f_2010|g_midas_g_2010|s_midas_s_2010	    5	    0	    4	    0	    0	   0	    0	    0	   0	    0	    0	    0	   1	   0	 126
k_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Rhodospirillales|f_midas_f_2010|g_midas_g_2010|s_midas_s_3131	    0	    0	    0	    0	    0	   0	    0	    0	   1	    0	    0	    0	   0	   0	   7
k_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Rhodospirillales|f_midas_f_2010|g_midas_g_3943|s_midas_s_34992	    0	    0	    4	    0	    0	   0	    0	    0	 203	    0	    0	    0	   0	   0	   0
k_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Rhodospirillales|f_midas_f_2010|g_midas_g_55717|s_midas_s_55717	    0	    0	   23	    6	    2	   3	    0	    0	  66	   91	    0	    0	   0	   0	  64
k_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Rhodospirillales|f_midas_f_7641|g_midas_g_25911	    0	    0	    0	    0	    0	   0	    0	    0	   2	    0	    0	    0	   0	   0	 135
k_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Rhodospirillales|f_midas_f_7641|g_midas_g_72950|s_midas_s_72950	    0	    0	    0	    0	    0	   0	    0	    0	   0	    0	    0	    0	   0	   0	  11
k_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Rhodospirillales|f_midas_f_7641|g_midas_g_9416|s_midas_s_16065	    0	    0	    0	   27	    0	   0	    0	    0	   0	   45	  245	 3704	   0	   2	   0
k_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Rickettsiales|f_Ca_Jidaibacter	    0	    0	    0	    1	    0	   0	    0	    0	   0	  111	    0	   52	   0	   0	   0
k_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Rickettsiales|f_Mitochondria	    0	    0	    0	    0	    3	 330	    0	    0	   0	    0	    0	    0	   0	   0	   0
k_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Rickettsiales|f_Rickettsiaceae	    0	    0	    0	    3	    0	  29	    0	    0	   0	    0	    0	   32	  93	   2	   0
k_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Rickettsiales|f_Rickettsiaceae|g_Ca_Megaira|s_midas_s_8682	    0	    0	    1	    0	    0	   0	    0	    0	   0	    0	    0	    0	   0	   0	  10
k_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Rickettsiales|f_SM2D12	    0	    0	   45	    0	    0	   0	    0	    0	   0	    0	    0	    0	   0	   0	   0
k_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Rickettsiales|f_SM2D12|g_midas_g_22923|s_midas_s_22923	    0	    0	    5	    0	    0	   0	    0	    0	  41	    0	    0	    0	   0	   0	   0
k_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Rickettsiales|f_SM2D12|g_midas_g_33430|s_midas_s_33430	    0	    0	    0	    0	    0	   0	    0	    0	  15	    0	    0	    0	   0	   0	  31
k_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Sphingomonadales|f_Sphingomonadaceae	    1	    5	   15	    6	    1	   0	    0	    0	   3	    5	   87	   20	   1	   0	  92
k_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Sphingomonadales|f_Sphingomonadaceae|g_Altererythrobacter	    3	  723	    1	    0	    0	   0	    0	    0	   5	    0	    0	    4	   3	   0	  77
k_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Sphingomonadales|f_Sphingomonadaceae|g_DSSF69|s_midas_s_23687	    0	    0	    0	    0	    0	   0	    0	    0	   0	    0	  127	    0	   0	   0	   0
k_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Sphingomonadales|f_Sphingomonadaceae|g_Erythrobacter|s_midas_s_63217	    0	    0	    0	    0	    0	   0	    0	    0	   0	    0	    0	    0	   0	   0	  15
k_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Sphingomonadales|f_Sphingomonadaceae|g_Novosphingobium	   31	    4	   44	  128	    0	   7	    0	    0	   5	   31	   50	   10	  16	   0	 130
k_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Sphingomonadales|f_Sphingomonadaceae|g_Porphyrobacter	    0	    0	    2	    0	    0	   0	   14	    1	   0	    0	    2	    1	   3	   0	  41
k_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Sphingomonadales|f_Sphingomonadaceae|g_Porphyrobacter|s_midas_s_10000	    0	    0	    0	    0	    0	   0	    2	    1	   0	    0	    0	    0	   0	   0	   0
k_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Sphingomonadales|f_Sphingomonadaceae|g_Sphingobium	    2	    0	    0	    0	    1	   0	    0	    0	   1	    0	    5	    7	   2	   0	 123
k_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Sphingomonadales|f_Sphingomonadaceae|g_Sphingobium|s_Sphingobium_fontiphilum	    2	    0	    4	    4	    0	   0	    0	    0	   2	    0	    2	    2	   3	   0	  47
k_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Sphingomonadales|f_Sphingomonadaceae|g_Sphingobium|s_midas_s_10079	    2	    0	    0	    0	    0	   0	    0	    0	   2	    0	    0	    1	   6	   0	  75
k_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Sphingomonadales|f_Sphingomonadaceae|g_Sphingobium|s_midas_s_31262	    2	    0	    0	    1	    0	   1	    0	    0	   0	    0	    0	   20	   0	   0	   3
k_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Sphingomonadales|f_Sphingomonadaceae|g_Sphingobium|s_midas_s_3440	    0	    0	    0	    0	    0	   0	    0	    0	   0	    0	    0	    0	   0	   0	  12
k_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Sphingomonadales|f_Sphingomonadaceae|g_Sphingobium|s_midas_s_83451	    0	    0	    0	    0	    0	   0	    0	    0	   0	    0	  193	    2	   0	   0	   4
k_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Sphingomonadales|f_Sphingomonadaceae|g_Sphingomonas	    0	    0	    0	    0	    0	   0	    0	    0	   0	    0	    1	    0	1272	 197	   1
k_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Sphingomonadales|f_Sphingomonadaceae|g_Sphingomonas|s_midas_s_86337	    0	    0	    0	    1	    0	   0	    0	    0	   0	    0	    4	   10	   0	   0	  47
k_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Sphingomonadales|f_Sphingomonadaceae|g_Sphingopyxis	  146	  315	    0	    1	    1	  13	    2	    0	   1	   12	    4	   54	  46	   7	   6
k_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Sphingomonadales|f_Sphingomonadaceae|g_Sphingopyxis|s_midas_s_13903	    0	    0	    2	    0	    6	   0	    0	    0	   0	    0	    0	    0	   0	   0	   9
k_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Sphingomonadales|f_Sphingomonadaceae|g_Sphingosinicella	    0	    0	    1	    0	    0	   0	    0	    0	   1	    0	    0	    0	   0	   0	  10
k_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Sphingomonadales|f_Sphingomonadaceae|g_Sphingosinicella|s_midas_s_12807	    3	    5	    0	    3	    3	   8	    0	    0	   0	   47	    0	    0	   1	   2	   1
k_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Sphingomonadales|f_Sphingomonadaceae|g_midas_g_59	   48	    0	   32	    0	    7	   0	    0	    0	  64	    0	   10	   11	  45	   0	1249
k_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Sphingomonadales|f_Sphingomonadaceae|g_midas_g_59|s_midas_s_353	    3	    0	    6	    2	    7	   0	    0	    0	   3	    2	    0	    0	   0	   0	  35
k_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Sphingomonadales|f_Sphingomonadaceae|g_midas_g_59|s_midas_s_6009	    1	    0	    1	    0	    0	   0	    0	    0	   0	    0	    1	    0	   0	   0	  19
k_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Sphingomonadales|f_Sphingomonadaceae|g_midas_g_746|s_midas_s_1278	    1	    0	    0	    0	    0	   0	    0	    0	   0	    0	    0	    0	   5	   0	   4
k_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Tistrellales|f_Geminicoccaceae|g_Ca_Alysiosphaera	    0	    0	    0	   18	    0	   0	    0	    0	   7	   11	    0	    2	   7	  15	   4
k_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Tistrellales|f_Geminicoccaceae|g_Ca_Alysiosphaera|s_midas_s_6067	    0	    0	    2	   11	    0	   0	    0	    0	  49	   32	   10	  261	  55	  22	  52
